Paper Id,Authors,Year
9201050,C.N. Pope,1992
9201050,S. Schrans,1992
9201050,K.W. Xu,1992
9201051,M. Bordemann,1992
9201051,M. Forger,1992
9201051,J. Laartz,1992
9201051,U. Schaeper,1992
9201052,J. Maharana,1992
9201052,S. mukherji,1992
9201053,S.P. de Alwis,1992
9201054,Michael B. Green,1992
9201055,C. Itzykson,1992
9201055,J.-B. Zuber,1992
9201056,Edward Witten,1992
9201056,Barton Zwiebach,1992
9201057,C. M. Hull,1992
9201058,R.Efraty,1992
9201058,V.P.Nair,1992
9201059,Sidney Coleman,1992
9201059,John Preskill,1992
9201059,Frank Wilczek,1992
9201060,J.M. Lina,1992
9201060,P.K. Panigrahi,1992
9201061,T.Banks,1992
9201061,A. Dabolkhar,1992
9201061,M.R. Douglas,1992
9201061,M. O' Loughlin,1992
9201062,G. Bimonte,1992
9201062,P. Salomonson,1992
9201062,A. Simoni,1992
9201062,A. Stern,1992
9201063,Marc Kamionkowski,1992
9201063,John March-Russell,1992
9201064,J.L.F. Barb\'on,1992
9201065,Yoichiro Matsumura,1992
9201065,Norisuke Sakai,1992
9201065,Yoshiaki Tanii,1992
9201066,Yoichiro Matsumura,1992
9201066,Norisuke Sakai,1992
9201066,Yoshiaki Tanii,1992
9201067,G. W. Delius,1992
9201067,M.T. Grisaru,1992
9201067,D. Zanon,1992
9201068,M. Martellini,1992
9201068,M. Spreafico,1992
9201068,K. Yoshida,1992
9201069,M. Martellini,1992
9201069,M. Spreafico,1992
9201069,K. Yoshida,1992
9201070,E.Nissimov,1992
9201070,S.Pacheva,1992
9201070,I.Vaysburd,1992
9201071,N. Chair,1992
9201071,V.K. Dobrev,1992
9201071,H. Kanno,1992
9201072,Shamit Kachru,1992
9201073,Alex Lyons,1992
9201074,J. Russo,1992
9201074,L. Susskind,1992
9201074,L. Thorlacius,1992
9201075,K.Amano,1992
9201075,S.Higuchi,1992
9201076,Mark Doyle,1992
9201077,Vl.S.Dotsenko,1992
9201078,Philip C. Argyres,1992
9201078,Keith R. Dienes,1992
9201078,S.-H. Henry Tye,1992
9201079,M. Bauer,1992
9201079,N. Sochen,1992
9201080,P. Furlan,1992
9201080,A. Ch. Ganchev,1992
9201080,R. Paunov,1992
9201080,V. B. Petkova,1992
9202001,N. Read,1992
9202001,G. Moore,1992
9202002,Stephen-wei Chung,1992
9202002,S.-H. Henry Tye,1992
9202003,Marc Kamionkowski,1992
9202003,John March-Russell,1992
9202004,S.B. Giddings,1992
9202004,A. Strominger,1992
9202005,David Gershon,1992
9202006,L. Chekhov,1992
9202006,Yu. Makeenko,1992
9202007,Philip C. Argyres,1992
9202007,James M. Grochocinski,1992
9202007,S.-H. Henry Tye,1992
9202008,Petr Horava,1992
9202009,Y. Imamura,1992
9202009,M. Sakamoto,1992
9202009,T. Sasada,1992
9202009,M. Tabuse,1992
9202010,G. Nagao,1992
9202011,P. Fendley,1992
9202011,K. Intriligator,1992
9202012,Satoshi Iso,1992
9202012,Dimitra Karabali,1992
9202012,B. Sakita,1992
9202013,V.Spiridonov,1992
9202014,C.F.E. Holzhey,1992
9202014,F. Wilczek,1992
9202015,Barton Zwiebach,1992
9202016,Noah Linden,1992
9202016,Malcolm Perry,1992
9202017,Sheldon Katz,1992
9202018,Bernd Bruegmann,1992
9202018,Rodolfo Gambini,1992
9202018,Jorge Pullin,1992
9202019,Shahar Ben-Menahem,1992
9202020,F.Ravanini,1992
9202021,Erik Verlinde,1992
9202022,Lee Smolin,1992
9202023,Richard H. Price,1992
9202023,Jorge Pullin,1992
9202024,Christopher Ting,1992
9202024,C. H. Lai,1992
9202025,J.W. van Holten,1992
9202026,G. Ferretti,1992
9202026,S.G. Rajeev,1992
9202027,G. Nagao,1992
9202028,Changrim Ahn,1992
9202029,Alex,1992
9202029,er Balatsky,1992
9202030,L.F. Cugli,1992
9202030,olo,1992
9202030,G.L. Rossini,1992
9202030,F.A. Schaposnik,1992
9202031,S. Mignemi & D.L. Wiltshire,1992
9202032,Hidetoshi Awata,1992
9202033,G. Papadopoulos,1992
9202033,B. Spence,1992
9202034,Timothy R. Klassen,1992
9202034,Ezer Melzer,1992
9202035,Adel Bilal,1992
9202036,P.S. Howe,1992
9202036,G. Papadopoulos,1992
9202037,Dieter R. Brill,1992
9202038,L. F. Cugli,1992
9202038,olo,1992
9202038,F. A. Schaposnik,1992
9202038,H. Vucetich,1992
9202039,Maximilian Kreuzer,1992
9202039,Harald Skarke,1992
9202040,Jose M. Figueroa-O'Farrill,1992
9202040,Eduardo Ramos,1992
9202041,Michael Lassig,1992
9202042,Marcio J.Martins,1992
9202043,H.O. Girotti,1992
9202043,M. Gomes,1992
9202043,V.O. Rivelles,1992
9202045,Amitabha Lahiri,1992
9202046,Luis E. Ibanez,1992
9202046,Dieter Luest,1992
9202047,Daniel Altschuler,1992
9202047,Antoine Coste,1992
9202048,Alex,1992
9202048,er Moroz,1992
9202049,I.Ya.Aref'eva,1992
9202049,A.P.Zubarev,1992
9202050,J.D. Cohn,1992
9202050,H. Dykstra,1992
9202051,P.~Berglund,1992
9202051,B.R.~Greene,1992
9202051,"T.~H\""ubsch",1992
9202052,A.P.Balach,1992
9202052,ran,1992
9202052,W.D.McGlinn,1992
9202052,L.O'Raifeartaigh,1992
9202052,S.Sen,1992
9202052,R.D.Sorkin,1992
9202052,A.M.Srivastava,1992
9202053,Abhay Ashtekar,1992
9202053,C.J. Isham,1992
9202054,Abhay Ashtekar,1992
9202054,Carlo Rovelli,1992
9202054,Lee Smolin,1992
9202055,A. Mikovic,1992
9202056,D.B. Fairlie,1992
9202056,J. Govaerts,1992
9202057,Alexios P. Polychronakos,1992
9202058,Katsushi Ito,1992
9202058,Jens Ole Madsen,1992
9202059,Mary K. Gaillard,1992
9202059,T.R. Taylor,1992
9202060,H. Lu,1992
9202060,C.N. Pope,1992
9202060,S. Schrans,1992
9202060,X.J. Wang,1992
9202061,P. Bowcock,1992
9202062,Michael Wolf,1992
9202062,Barton Zwiebach,1992
9202063,Abhay Ashtekar,1992
9202063,Carlo Rovelli,1992
9202064,F. A. Schaposnik,1992
9202065,Jean Avan,1992
9202065,Antal Jevicki,1992
9202066,V.G.J. Rodgers,1992
9202067,Mirjam Cvetic,1992
9202068,R.B. Mann,1992
9202068,M.S. Morris,1992
9202068,S.F. Ross,1992
9202069,G.W. Delius,1992
9202069,M.T. Grisaru,1992
9202069,D. Zanon,1992
9202070,H. G. Kausch,1992
9202070,G. M. T. Watts,1992
9202071,Giorgio Immirzi,1992
9202072,X. Shen,1992
9202073,Peter G. O. Freund,1992
9202073,Anton V. Zabrodin,1992
9202074,D. Boulatov,1992
9202075,Mark Alford,1992
9202075,Andrew Strominger,1992
9202076,Lee Smolin,1992
9202077,B. S. Balakrishna,1992
9202077,Kameshwar C. Wali,1992
9202078,Zhu Yang,1992
9202079,Abhay Ashtekar,1992
9202079,Carlo Rovelli,1992
9202079,Lee Smolin,1992
9202080,Yukihisa Itoh,1992
9202080,Yoshiaki Tanii,1992
9202081,Michiaki Takama,1992
9202082,Haye Hinrichsen,1992
9202082,Vladimir Rittenberg,1992
9202083,Makoto Sakamoto,1992
9202083,Masayoshi Tabuse,1992
9202084,Tsutomu Horiguchi,1992
9202084,Makoto Sakamoto,1992
9202084,Masayoshi Tabuse,1992
9202085,C. Callan,1992
9202085,A. Felce,1992
9202085,D. Freed,1992
9202086,E. Sezgin,1992
9202087,R. Saroja,1992
9202087,A. Sen,1992
9202089,E. Abdalla,1992
9202089,M.C.B. Abdalla,1992
9202089,D. Dalmazi,1992
9202089,K. Harada,1992
9202090,By Matt Visser,1992
9202092,Paul Ginsparg,1992
9202092,Fern,1992
9202092,o Quevedo,1992
9203001,Jack Morse & Rolf Schimmrigk,1992
9203002,Yoshiaki Tanii,1992
9203002,Shun-ichi Yamaguchi,1992
9203003,F. Colomo,1992
9203003,A. Koubek,1992
9203003,G. Mussardo,1992
9203004,A.N. Kirillov,1992
9203004,P. Mathieu,1992
9203004,D. Senechal,1992
9203004,M. Walton,1992
9203005,K.N. Anagnostopoulos,1992
9203005,M. J. Bowick,1992
9203006,Kiyoshi Kamimura,1992
9203006,Sinobu Makita,1992
9203006,Takeshi Fukuyama,1992
9203007,Domenico Giulini,1992
9203007,Jorma Louko,1992
9203008,Amit Giveon,1992
9203008,Alfred Shapere,1992
9203009,J. Ambjorn,1992
9203009,L. Chekhov,1992
9203009,Yu. Makeenko,1992
9203010,Sudipta Mukherji,1992
9203011,Daniel Arnaudon,1992
9203012,John Ellis,1992
9203012,N.E. Mavromatos,1992
9203012,D.V. Nanopoulos,1992
9203013,T.R.Govindarajan,1992
9203013,R.Shankar,1992
9203013,N.Shaji,1992
9203013,M.Sivakumar,1992
9203014,Lay Nam Chang,1992
9203014,Chopin Soo,1992
9203015,Nicola Maggiore,1992
9203015,Paolo Provero,1992
9203016,Gary Kleppe,1992
9203016,R. P. Woodard,1992
9203017,Jouko Mickelsson,1992
9203018,L. J. Romans,1992
9203019,S.Dalley,1992
9203020,J. Laartz,1992
9203021,Joaquim Gomis,1992
9203021,Hiroshi Suzuki,1992
9203022,Clifford Johnson,1992
9203022,Tim Morris,1992
9203022,Bill Spence,1992
9203023,G.W. Gibbons,1992
9203023,M.E. Ortiz,1992
9203023,F. Ruiz Ruiz,1992
9203023,T.M. Samols,1992
9203024,H. Lu,1992
9203024,C.N. Pope,1992
9203024,S. Schrans,1992
9203024,X.J. Wang,1992
9203025,J. Lopez,1992
9203025,D. Nanopoulos,1992
9203025,K. Yuan,1992
9203026,M. Blau,1992
9203027,C.K. Zachos,1992
9203028,Andrea Pasquinucci,1992
9203029,Kurt Haller,1992
9203029,Edwin Lombridas,1992
9203030,Ivan K. Kostov,1992
9203030,Matthias Staudacher,1992
9203031,Petr Horava,1992
9203032,Roger Brooks,1992
9203033,A.A. Tseytlin,1992
9203034,Kanehisa Takasaki,1992
9203035,C. Gomez,1992
9203035,G. Sierra,1992
9203036,G.Aldazabal,1992
9203036,J.M.Maldacena,1992
9203037,I. T. Ivanov,1992
9203037,D. B. Uglov,1992
9203038,F. De Jonghe,1992
9203038,R. Siebelink,1992
9203038,W. Troost,1992
9203039,Jean-Loup Gervais,1992
9203039,Mikhail V. Saveliev,1992
9203040,Bernd Bruegmann,1992
9203040,Rodolfo Gambini,1992
9203040,Jorge Pullin,1992
9203041,Julian Barbour,1992
9203041,Lee Smolin,1992
9203042,B. Birnir,1992
9203042,S.B. Giddings,1992
9203042,J.A. Harvey,1992
9203042,A. Strominger,1992
9203043,S.Kharchev,1992
9203043,A.Marshakov,1992
9203043,A.Mironov,1992
9203043,A.Morozov,1992
9203044,A.Marshakov,1992
9203044,A.Mironov,1992
9203044,A.Morozov,1992
9203044,M.Olshanetsky,1992
9203045,E.S. Fradkin,1992
9203045,V.Ya Linetsky,1992
9203046,F.Alex,1992
9203046,er Bais,1992
9203046,Peter van Driel,1992
9203046,Mark de Wild Propitius,1992
9203047,F.Alex,1992
9203047,er Bais,1992
9203047,Peter van Driel,1992
9203047,Mark de Wild Propitius,1992
9203048,F.Bonechi,1992
9203048,E.Celeghini,1992
9203048,R.Giachetti,1992
9203048,E.Sorace,1992
9203048,M.Tarlini,1992
9203049,Hiroki Fukutaka,1992
9203050,Dan Christensen,1992
9203050,Robert B. Mann,1992
9203051,A.Galperin,1992
9203051,E.Sokatchev,1992
9203052,S. W. Hawking,1992
9203053,M.Carfora,1992
9203053,M.Martellini,1992
9203053,A.Marzuoli,1992
9203054,L. Susskind,1992
9203054,L. Thorlacius,1992
9203055,G.Bonacina,1992
9203055,A.Gamba,1992
9203055,M.Martellini,1992
9203056,Daniel Cangemi,1992
9203056,Roman Jackiw,1992
9203057,Matt Visser,1992
9203058,J. Distler,1992
9203058,M. Doyle,1992
9203059,S.B. Giddings,1992
9203060,G. Moore,1992
9203060,R. Plesser,1992
9203061,Gregory Moore,1992
9203062,Didier A Depireux,1992
9203063,Dileep P. Jatkar,1992
9203064,C. Destri,1992
9203064,H.J. de Vega,1992
9203065,C. Destri,1992
9203065,H.J. de Vega,1992
9203066,S. Cecotti,1992
9203066,C. Vafa,1992
9203067,Ralph Lano,1992
9203067,V.G.J. Rodgers,1992
9203068,V.G.J. Rodgers,1992
9203069,Lev Rozansky,1992
9203069,Herbert Saleur,1992
9203070,P.S. Howe,1992
9203070,G. Papadopoulos,1992
9203071,I. Antoniadis,1992
9203071,E. Gava,1992
9203071,K. S. Narain,1992
9203072,Francisco D. Mazzitelli,1992
9203073,Sergei V. Pokrovsky,1992
9203074,Andrew Parkes,1992
9203075,E. Abdalla,1992
9203075,M. Forger,1992
9203076,T.J. Hollowood,1992
9203077,T.Tjin,1992
9203078,S.J. Gates,1992
9203078,Jr,1992
9203078,H. Nishino,1992
9203078,S.V. Ketov,1992
9203079,Abhay Ashtekar,1992
9203079,Carlo Rovelli,1992
9203079,Lee Smolin,1992
9203080,H. Nishino,1992
9203080,S.J. Gates,1992
9203080,Jr,1992
9203080,S.V. Ketov,1992
9203081,S.V. Ketov,1992
9203081,S.J. Gates,1992
9203081,Jr.,1992
9203081,H. Nishino,1992
9203082,Dan Kabat,1992
9203082,Miguel Ortiz,1992
9203083,James H. Horne,1992
9203083,Gary T. Horowitz,1992
9203084,Anamaria Font,1992
9204001,A.Aurilia,1992
9204001,E.Spallucci,1992
9204002,T. T. Burwick,1992
9204002,A. H. Chamseddine,1992
9204003,Srin,1992
9204003,an Dasmahapatra,1992
9204003,Rinat Kedem,1992
9204003,Barry McCoy,1992
9204004,Daniel Z. Freedman,1992
9204004,Gianluca Grignani,1992
9204004,Nuria Rius,1992
9204004,Kenneth Johnson,1992
9204006,Fern,1992
9204006,o Quevedo,1992
9204007,H.Itoyama,1992
9204007,B.Razzaghe-Ashrafi,1992
9204008,Daniel Cangemi,1992
9204009,Giuseppe Bonacina,1992
9204009,Maurizio Martellini,1992
9204009,Mario Rasetti,1992
9204010,Taro Kashiwa,1992
9204010,Shuji Nima,1992
9204010,Seiji Sakoda,1992
9204011,Supriya K. Kar,1992
9204011,Alok Kumar,1992
9204012,B. de Carlos,1992
9204012,J.A. Casas,1992
9204012,C. Mu\~noz,1992
9204013,Joseph A. Minahan,1992
9204014,C. G. Torre,1992
9204015,T.T. Burwick,1992
9204015,A.H. Chamseddine,1992
9204015,K.Meissner,1992
9204016,E.Ivanov,1992
9204016,S.Krivonos,1992
9204016,A.Pichugin,1992
9204017,Sanjay Jain,1992
9204017,Samir D. Mathur,1992
9204018,E. Brezin,1992
9204018,S. Hikami,1992
9204019,L.Bonora,1992
9204019,C.S.Xiong,1992
9204020,D. Gepner,1992
9204020,A. Schwimmer,1992
9204021,Claudio Coriano',1992
9204022,N. Manojlovic,1992
9204022,A. Mikovic,1992
9204023,E.Ivanov,1992
9204023,S.Krivonos,1992
9204024,J. Panvel,1992
9204025,Ruth Gregory,1992
9204025,Jeffrey Harvey,1992
9204026,Olaf Lechtenfeld,1992
9204026,Chiara Nappi,1992
9204027,Miao Li,1992
9204028,Avinash Dhar,1992
9204028,Gautam M,1992
9204028,al,1992
9204028,Spenta R. Wadia,1992
9204029,Viqar Husain,1992
9204030,I. Antoniadis,1992
9204030,E. Gava,1992
9204030,K.S. Narain,1992
9204031,M. Cvetic,1992
9204031,S. Griffies,1992
9204032,A. Carlini,1992
9204032,F. Fucito,1992
9204032,M. Martellini,1992
9204033,Nathan Weiss,1992
9204034,Andre J. van Tonder,1992
9204035,A. Ceresole,1992
9204035,R. D'Auria,1992
9204035,S. Ferrara,1992
9204035,W. Lerche,1992
9204035,J. Louis,1992
9204036,Philippe Roche,1992
9204037,S. Stieberger,1992
9204037,D. Jungnickel,1992
9204037,J. Lauer,1992
9204037,M. Spalinski,1992
9204038,H. Lu,1992
9204038,C.N. Pope,1992
9204039,A.Aurilia,1992
9204039,A.Smailagic,1992
9204039,E.Spallucci,1992
9204040,S. Ferrara,1992
9204040,P. Fr\`e,1992
9204040,P. Soriani,1992
9204041,P. Fre',1992
9204041,L. Girardello,1992
9204041,A. Lerda,1992
9204041,P. Soriani,1992
9204042,E. Raiten,1992
9204043,Toshio Nakatsu,1992
9204043,Yuji Sugawara,1992
9204044,Nicola Maggiore,1992
9204044,Silvio P. Sorella,1992
9204045,Alberto Blasi,1992
9204045,Nicola Maggiore,1992
9204045,Silvio P. Sorella,1992
9204046,Ashoke Sen,1992
9204047,Gordon Semenoff,1992
9204048,David Eliezer,1992
9204048,Gordon Semenoff,1992
9204049,M. Bershadsky,1992
9204049,D. Kutasov,1992
9204050,Toshio Nakatsu,1992
9204050,Yuji Sugawara,1992
9204051,S. Forste,1992
9204052,Igor R. Klebanov,1992
9204052,Andrea Pasquinucci,1992
9204053,Shamit Kachru,1992
9204054,F.Bonechi,1992
9204054,E.Celeghini,1992
9204054,R. Giachetti,1992
9204054,E. Sorace,1992
9204054,M.Tarlini,1992
9204055,C. G. Torre,1992
9204056,Gerald Dunne,1992
9204056,Roman Jackiw,1992
9204057,Gerald Dunne,1992
9204057,Roman Jackiw,1992
9204058,Jae-Suk Park,1992
9204059,Hideaki Aoyama,1992
9204059,Arihiro Tamura,1992
9204060,A.Klemm,1992
9204060,R.Schimmrigk,1992
9204061,J.P. Rodrigues,1992
9204061,A.J. van Tonder,1992
9204062,Matt Visser,1992
9204063,A.M.Semikhatov,1992
9204064,Brian Davies,1992
9204064,Omar Foda,1992
9204064,Michio Jimbo,1992
9204064,Tetsuji Miwa,1992
9204064,Atsushi  Nakayashiki,1992
9204065,Joaquim Gomis,1992
9204065,Jordi Par\'{\i}s,1992
9204066,C.S.Aulakh,1992
9204067,Kenichro Aoki,1992
9204067,Eric D'Hoker,1992
9204068,Omar Foda,1992
9204068,Tetsuji Miwa,1992
9204069,Peter Peldan,1992
9204070,A.Smailagic,1992
9204070,E.Spallucci,1992
9204071,F. Delduc,1992
9204071,E.Ivanov,1992
9204071,E. Sokatchev,1992
9204072,S.B. Giddings,1992
9204072,W.M. Nelson,1992
9204073,Hiroshi Nohara,1992
9204074,D. B. Fairlie,1992
9204074,J. Govaerts,1992
9204075,G. Ferretti,1992
9204075,S.G.Rajeev,1992
9204075,Z. Yang,1992
9204076,G. Ferretti,1992
9204076,S.G.Rajeev,1992
9204076,Z. Yang,1992
9204077,A. Kent,1992
9204077,G. Watts,1992
9204078,K. Behrndt,1992
9204079,Juan Garcia-Bellido,1992
9204079,Mariano Quiros,1992
9204080,Claudio Coriano',1992
9204080,Rajesh R. Parwani,1992
9204080,Hidenaga Yamagishi,1992
9204080,Ismail Zahed,1992
9204081,A. Kent,1992
9204082,B. Eynard,1992
9204082,J. Zinn-Justin,1992
9204083,Edward Witten,1992
9204084,David A. Lowe,1992
9204085,B.~Gato-Rivera,1992
9204085,A.~M.~Semikhatov,1992
9204086,Y. Frishman,1992
9204086,J. Lukierski,1992
9204086,W.J. Zakrzewski,1992
9204088,H. Dorn,1992
9204088,H.-J. Otto,1992
9204089,A.T.Filippov,1992
9204089,A.P.Isaev,1992
9204089,A.B.Kurdikov,1992
9204090,Gary W. Gibbons,1992
9204090,Malcolm J. Perry,1992
9204091,Washington Taylor IV,1992
9204092,Leonid Dickey,1992
9204093,C.N. Pope,1992
9204094,P. Fendley,1992
9204094,H. Saleur,1992
9204095,O. Aharony,1992
9204095,O. Ganor,1992
9204095,N. Sochen J. Sonnenschein,1992
9204095,S. Yankielowicz,1992
9204096,John Ellis,1992
9204096,N.E. Mavromatos,1992
9204096,D.V. Nanopoulos,1992
9204097,A. Kent,1992
9204098,A. Kent,1992
9204099,M\'aximo Ba\~nados,1992
9204099,Claudio Teitelboim,1992
9204099,Jorge Zanelli,1992
9204100,Z. Maassarani,1992
9204100,D. Nemeschansky,1992
9204100,N.P. Warner,1992
9204101,Daniel Cangemi,1992
9204101,Choonkyu Lee,1992
9204102,Sergio Cecotti,1992
9204102,Paul Fendley,1992
9204102,Ken Intriligator,1992
9204102,Cumrun Vafa,1992
9204103,Daniel Kabat,1992
9205001,Vidyut Jain,1992
9205001,Oleg Ogievetsky,1992
9205002,H. Awata,1992
9205002,Y. Yamada,1992
9205003,O. Ogievetsky,1992
9205003,B. Zumino,1992
9205004,Maximilian Kreuzer,1992
9205004,Harald Skarke,1992
9205005,Glenn Barnich,1992
9205005,Marc Henneaux,1992
9205006,J. Greensite,1992
9205007,John C. Baez,1992
9205008,Jerome P. Gauntlett,1992
9205009,Gabriel Lopes Cardoso,1992
9205009,Burt A. Ovrut,1992
9205010,L. Alvarez-Gaume,1992
9205010,J.L.F. Barbon,1992
9205011,M. Dine,1992
9205011,R.G. Leigh,1992
9205011,D.A. MacIntire,1992
9205012,B. de Wit,1992
9205012,M.T. Grisaru,1992
9205012,E. Rabinovici,1992
9205012,H. Nicolai,1992
9205013,G.M.T.Watts,1992
9205014,G.P.Korchemsky,1992
9205015,I. Antoniadis,1992
9205015,P.O. Mazur,1992
9205015,E. Mottola,1992
9205016,Jnanadeva Maharana,1992
9205017,Christopher Ting,1992
9205017,C. H. Lai,1992
9205018,Marc Henneaux,1992
9205019,C.S.Aulakh,1992
9205020,I.Ya.Aref'eva,1992
9205020,A.P.Zubarev,1992
9205021,B. Harms,1992
9205021,Y. Leblanc,1992
9205022,Steven Carlip,1992
9205023,Rue-Ron Hsu,1992
9205023,Green Huang,1992
9205023,Wei-Fu Lin,1992
9205023,Chin-Rong Lee,1992
9205024,Marcio J. Martins,1992
9205025,M. Fabbrichesi,1992
9205025,R. Iengo,1992
9205025,K. Rol,1992
9205026,J.D. Cohn,1992
9205026,Vipul Periwal,1992
9205027,Renata Kallosh,1992
9205027,Andrei Linde,1992
9205027,Tom\'as Ort\'in,1992
9205027,Am,1992
9205027,a Peet,1992
9205027,Antoine  Van Proeyen,1992
9205028,Andrew Strominger,1992
9205029,Mirjam Cvetic,1992
9205029,Paul Langacker,1992
9205030,Haruhiko Terao,1992
9205031,Costas Bachas,1992
9205031,Marios Petropoulos,1992
9205032,W.A. Sabra,1992
9205033,M. Fabbrichesi,1992
9205033,K. Rol,1992
9205034,Jean-Loup Gervais,1992
9205035,HoSeong La,1992
9205036,Alfred S. Goldhaber,1992
9205037,I. Bars,1992
9205037,K. Sfetsos,1992
9205038,Abhay Ashtekar,1992
9205039,P. P. Kulish,1992
9205039,R. Sasaki,1992
9205039,C. Schwiebert,1992
9205040,Patrick Dorey,1992
9205041,Albrecht Klemm,1992
9205041,Stefan Theisen,1992
9205042,Peter Suranyi,1992
9205043,Joseph Polchinski,1992
9205043,Zhu Yang,1992
9205044,T. Kuramoto,1992
9205045,Silvia Penati,1992
9205045,Daniela Zanon,1992
9205046,C. Kounnas,1992
9205046,D. Luest,1992
9205047,E. Elizalde,1992
9205047,S.D. Odintsov,1992
9205048,E. Elizalde,1992
9205048,S.D.Odintsov,1992
9205049,E. Elizalde,1992
9205049,S.D. Odintsov,1992
9205050,E. Elizalde,1992
9205050,S.D. Odintsov,1992
9205051,Ramzi R. Khuri,1992
9205052,Ramzi R. Khuri,1992
9205053,Noureddine Mohammedi,1992
9205054,H.Lu,1992
9205054,C.N. Pope,1992
9205054,X.J. Wang,1992
9205054,K.W. Xu,1992
9205055,Michio Jimbo,1992
9205055,Kei Miki,1992
9205055,Tetsuji Miwa,1992
9205055,Atsushi Nakayashiki,1992
9205056,Clifford V.Johnson,1992
9205056,Tim R. Morris,1992
9205056,"Anders W\""atterstam",1992
9205057,A.D'Adda,1992
9205058,A.A. Tseytlin,1992
9205059,V. Kazakov,1992
9205059,I. Kostov,1992
9205060,M. Cveti\v c,1992
9205060,R. L. Davis,1992
9205061,Jennie Traschen,1992
9205061,Robert Ferrel,1992
9205062,Supriya K. Kar,1992
9205062,S. Pratik Khastgir,1992
9205062,Gautam Sengupta,1992
9205063,Ulf H. Danielsson,1992
9205064,D. Bernard,1992
9205064,A. LeClair,1992
9205065,Vl.S.Dotsenko,1992
9205066,H.Y. Lee,1992
9205066,A. Nakamichi,1992
9205066,T. Ueno,1992
9205067,P.Montague,1992
9205068,Vadim Kaplunovsky,1992
9205069,S.P. de Alwis,1992
9205070,Vadim Kaplunovsky,1992
9205071,H. Grosse,1992
9205071,W. Kummer,1992
9205071,P. Pre\v{s}najder,1992
9205071,D.J. Schwarz,1992
9205072,A. N. Schellekens,1992
9205073,J. Ambjorn,1992
9205073,C.F. Kristjansen,1992
9205074,J. W. van Holten,1992
9205074,R. H. Rietdijk,1992
9205076,M.A. Mart\'{\i}n-Delgado,1992
