Author Id,Paper Id
530,['9204034']
533,"['9204027', '9212061', '9301022', '9304021', '9307122', '9309108', '9503033', '9506063', '9512042', '9510161', '9606091', '9612144', '9612222', '9710226', '9802052', '9803252', '9804175', '9807196', '9811019', '9901158', '9904164', '0001193', '0003173', '0006024', '0010058', '0011170', '0106184', '0103107', '0205043', '0212345']"
538,"['9204029', '9206058', '9305006', '9410072', '9609009', '9901127', '0204180']"
552,['9201073']
566,['9201047']
569,"['9201049', '9208039']"
573,"['9204013', '9301003', '9803111', '9806246', '9811156', '9902074', '0102071', '0105312', '0203108', '0205098', '0209047']"
588,['9204042']
430,['9204021']
591,['9204069']
597,"['9204073', '9403078']"
602,['9204024']
605,['9204036']
626,"['9204008', '9605208', '9610021']"
632,"['9206109', '9209078', '9405101', '9712154']"
634,"['9205006', '9207028']"
635,"['9205007', '9207041', '9301063', '9305045', '9309067', '9310201', '0206130']"
636,"['9205008', '9305068', '9404076', '9506012', '9705025', '9705011', '9906162']"
652,"['9206059', '9205032', '0207128']"
655,"['9204091', '9310040']"
656,"['9204092', '9312015']"
661,"['9205014', '9206088', '9508025']"
664,"['9205016', '9412235', '9502001', '9502002', '9511159', '9703009', '9801181', '9911200', '0207059']"
648,"['9205018', '9412141', '9510116', '9511145', '9704023', '9712226', '9902137']"
673,['9205013']
692,"['9205070', '9205068']"
127,"['9205072', '9304098']"
699,['9205076']
310,"['9205078', '9301125', '9511021', '9608028', '9908048']"
135,"['9205034', '9212109', '9310116', '9408069', '9601034', '9606151', '9810172', '9903218', '9910235', '9911008']"
565,"['9205035', '9205083', '9212041', '9505176', '9510147', '9606060', '9608148', '9704196', '9805062', '9904051']"
706,"['9205036', '9712190', '9712192']"
172,"['9205038', '9404019', '9601054']"
712,['9205042']
714,"['9205079', '9307040']"
717,"['9205030', '9212002']"
564,"['9205081', '9205091', '9205108', '9205051', '9205052', '9212026', '9212029', '9301035', '9302108', '9305089', '9305143', '9303074', '9412150', '9506065', '9506086', '9602153', '9609094', '9704110', '9709124', '9910122', '0006063', '0107092', '0109041', '0209049']"
334,"['9205028', '9307079', '9307059', '9410187', '9504090', '9512059', '9510207', '9602111', '9606016', '9706195', '9712251', '9809027', '0106113', '0110087', '0209090']"
727,"['9204103', '9503016']"
730,"['9205080', '9205112', '9302062', '9302061', '9305054', '9310168', '9406182', '9507092']"
731,"['9205063', '9211013', '9303002', '9306063', '9309157', '9401135', '9405052', '0110265', '0203198', '0205227', '0210058', '0301182']"
732,"['9205067', '9403088']"
738,['9205057']
748,"['9205088', '9210115', '9406120', '9506070', '9610122', '9805034', '9904168', '9912212', '0004088', '0011260', '0011261', '0102182', '0111174', '0210271']"
753,"['9205095', '9208028', '9311164', '9401093', '9412232', '9608031', '9903162']"
754,"['9205111', '9206061']"
755,"['9205086', '9305128', '9305129', '9305130']"
757,"['9205085', '9205084', '9212025', '9306119', '9406035', '9410242', '9504133', '9509018', '9608050', '9609132', '0002203', '0005188', '0008158', '0104242', '0108217', '0212302', '0302044']"
758,"['9205102', '9307015', '9310061', '9403036', '9505056', '9508054', '9607003', '9804043', '0010110', '0210244']"
759,"['9205105', '9210029', '9210137', '9211070']"
761,['9205110']
762,"['9205106', '9305019', '9404048', '9509001']"
763,['9205097']
764,['9205096']
780,['9206008']
786,['9206011']
242,"['9206012', '9605083', '9702164', '0301095', '0302140', '0303238', '0304172']"
790,['9205044']
504,"['9206023', '9310016', '9611152']"
795,"['9206037', '9303152', '9407018']"
796,"['9206048', '9305074', '9311093', '9311010', '9402031', '9408169', '9412065', '9510034', '9510103', '9602179', '9609165', '9611199', '9710163', '9803019', '9811167', '9812165', '9903201', '9904188', '0008025', '0106126', '0112117', '0206091']"
801,['9206050']
802,"['9206021', '9209048', '9212115', '9306045', '9712042', '0011220']"
803,"['9206019', '9504015', '9512027', '9512026', '0007027', '0201110', '0304221']"
817,"['9206020', '9207095', '9302144', '9307140', '9710219', '9801162', '9804019', '9806178', '9905080']"
818,"['9205100', '9212062']"
617,"['9206051', '9306151', '9601067', '9911090', '0002150']"
192,"['9206044', '9206100', '9307072', '9308034', '9705223', '9903229', '9904148']"
666,['9206045']
832,"['9206056', '9303048', '9807138', '0207090', '0210172']"
842,"['9206091', '0011028']"
249,"['9206082', '9210092', '9308088']"
851,"['9206079', '9208025', '9309019', '9310011', '9303059', '9403048', '9508132', '9609087', '9804062', '9808063', '9905210', '9912125']"
73,"['9206093', '9602122', '9604040']"
859,['9206085']
868,['9207093']
871,"['9207082', '9207083', '9410243']"
665,['9207074']
889,"['9207023', '9301049', '9301050', '9502064', '9703021', '9803138', '0005168', '0101144']"
894,"['9207012', '9608106', '9603085', '9611210', '9703101', '9704147', '9708103', '9903143', '0210265']"
900,"['9207019', '9412053', '9509166', '9605152', '9605151', '9606130', '9707090', '0107242', '0111228']"
905,"['9207022', '9402143', '9601001', '0201195']"
92,"['9207024', '9211059', '9405039', '9409175', '9506002']"
914,['9206062']
919,"['9207015', '9505124']"
925,"['9206071', '9210101', '9411014', '9612234']"
933,"['9207068', '9207036', '9207110', '9606007', '9910191', '0007112', '0202134', '0207276']"
939,"['9207064', '9306013', '9512145']"
950,"['9207038', '9402109', '9410120']"
954,['9207052']
957,"['9205053', '9304013', '9404132', '9412133', '9507040', '9512126', '9605070', '9611218', '9709071']"
959,"['9207051', '9307093', '9309015', '9409023', '9505134', '9507157', '9509097', '9511153', '9512224', '9703133', '9704116', '9805126', '0002139', '0008005', '0102017', '0201216', '0207098']"
960,['9207054']
963,"['9207057', '9306024', '9411161', '9503206', '9509129', '9703155', '9904006', '0009008', '0011284', '0105122', '0110198']"
971,"['9207030', '9207029', '9208043', '9212055', '9209092', '0110166']"
977,['9207115']
984,['9207108']
985,"['9207106', '9208062', '9301034', '9306068', '9411180', '9603020', '9603180']"
972,['9207112']
988,['9207076']
991,['9207080']
997,"['9207098', '9207099']"
129,"['9207045', '9210047', '9609051', '9903212', '0002047', '0001157', '0003175', '0107263', '0107259']"
923,"['9207097', '9308051', '9311086']"
1006,['9207100']
189,"['9207107', '9306112']"
869,"['9207104', '9311036', '9406107']"
1026,"['9208024', '9208023', '9511093', '9708112', '9910042', '0003156', '0206165', '0208125']"
788,"['9208008', '9208006', '9210044', '9212151', '9302076', '9303148', '9308148', '9311109', '9311184', '9312140', '9401112', '9406157', '9409057', '9409056', '9409058', '9410241']"
1029,"['9208011', '9211010', '9410070', '9502135', '9502133']"
351,"['9209056', '9401011']"
1042,"['9209038', '9209071']"
1044,['9209040']
1057,['9209050']
76,['9209051']
1060,"['9208005', '9210023', '9210141', '0006166', '0006167', '0302120']"
1061,['9208003']
1064,"['9208078', '9404035', '9410069']"
1065,"['9208079', '9212040']"
1066,['9208075']
1070,"['9208068', '9209087', '9211128']"
1069,['9208045']
1081,"['9208050', '9307128']"
1082,"['9208051', '0203138']"
134,"['9209042', '9209043', '9212060', '9402074', '9404185', '9408119', '9511040', '9608063', '0106123']"
1088,['9208019']
1073,"['9208022', '9610242', '9702083', '0212114']"
1091,"['9208002', '9212148', '9212149', '9411233', '9809060']"
1092,"['9208016', '9301031']"
1094,"['9208069', '9707198', '9710021', '9901005']"
523,['9209058']
1106,"['9209018', '9212054', '9210062', '9211089', '9211001', '9303069', '9405086', '9412077', '0010270', '0111226']"
108,"['9209024', '9305042']"
1113,['9209035']
1117,"['9209004', '9403152']"
273,"['9209017', '9406176', '9505119', '9508175', '9503063', '9604068', '9611029', '9712162', '9902166', '9905073', '0002007', '0201111']"
993,"['9209029', '9211130', '9409122']"
1130,"['9212036', '9605098']"
1135,['9212042']
1136,"['9209026', '9811150', '9905184']"
1140,['9212046']
1141,['9212047']
1149,"['9212051', '9212052', '9306160', '9312181', '9312180']"
335,"['9212053', '9212158', '9304079']"
1152,['9209077']
1154,"['9209069', '9212063', '9302092']"
708,"['9209060', '9312139']"
27,"['9209061', '9506192', '9703160', '0003053', '0009240', '0109193']"
1165,"['9209046', '9211140', '9607049', '9711002', '9809057']"
1031,"['9209074', '9303139']"
1170,['9209075']
1172,['9209014']
103,['9208081']
1177,"['9209001', '9304038', '9410170', '9705004', '9712149', '9908162', '0205008', '0205109', '0206029', '0206176', '0301011']"
1181,['9209066']
1183,['9209064']
1190,"['9208052', '9210104']"
740,['9208053']
1196,"['9209089', '9512060']"
1197,['9209090']
1198,"['9209091', '9311088', '9404136', '9408012', '9604117']"
1205,['9209097']
1210,"['9209101', '9310184', '0004098', '0007195', '0207249', '0212200']"
1211,['9209102']
1213,['9209093']
1214,"['9209083', '9303143', '0105076']"
1217,['9209109']
357,"['9209112', '0209146']"
944,"['9209113', '9412138', '9412159', '9508151', '9612022', '9903048', '9907129', '0203004', '0205027', '0205205', '0303031']"
1218,"['9209110', '9402117', '9706184', '9810056']"
1220,"['9210081', '9308041', '9311157', '9511065', '9810143']"
915,"['9210041', '9705143', '9707031', '9910089']"
1223,"['9210098', '9212001', '9304005', '9307150', '9401146', '9401145', '9409014', '9503103', '9603121']"
485,"['9209121', '9209124']"
921,"['9209125', '9411178', '9503127', '9505170', '9506076', '9508143', '9509148', '9510086', '9503078', '9512053', '9601077', '9604171', '9607067', '9607201', '9701008', '9705092', '9706197', '9707119', '9711029', '9807195', '9807135', '9812037', '9907061', '9908091', '0007117', '0007118', '0007130', '0008009', '0011078', '0103165', '0107059', '0208179']"
1233,['9209106']
989,['9209127']
1240,"['9209131', '9209132', '9210022', '9212091', '9308009', '9403065', '9503032', '9512076', '9703090', '9802008']"
1241,"['9210001', '9401126']"
1242,['9210002']
1248,['9210016']
203,['9210014']
1260,['9209128']
510,"['9210026', '9502140']"
1157,"['9210019', '9307133', '9308055', '9310087', '9311063', '9403174', '9511042', '9601121']"
1273,['9210031']
1274,"['9210032', '9211064', '9310041', '9503048', '9804078']"
1275,['9210033']
926,"['9210034', '9210035', '9312046']"
1284,['9210018']
1285,"['9212044', '9406201']"
1287,['9210100']
217,"['9210064', '9305094', '9306156', '9402006', '9505194', '9602045']"
1298,['9210078']
1299,"['9210079', '9207118', '9309042', '9312018', '9412044', '9411078', '9411217', '9503228', '9503205', '9511187', '9601164', '9604139', '9604200', '9607112', '9608061', '9610074', '9704054', '9706185', '9706177', '9804028', '9809034', '9810025', '0002140', '0003100', '0004090', '0008164', '0106021', '0106013', '0106157', '0109132', '0205194', '0208012', '0211238']"
1302,"['9210052', '9210051']"
1306,['9210054']
1246,['9210043']
104,['9208056']
1326,"['9210067', '9211012']"
1335,['9210090']
1114,"['9210107', '9211085', '9303116', '9501090', '9511214', '9602172', '9703146', '9705165', '9709206', '9901004', '9905037', '0105166', '0202008']"
1341,"['9210119', '9910082', '0205069']"
1346,"['9210102', '9310081', '0205256']"
1349,"['9210094', '9407131', '9710249', '9905160', '9908176']"
1015,"['9210093', '9307096', '9312198', '9403014', '9404125', '9409092', '9412152', '9504142', '9510153', '9703214', '9706148', '9708064', '9710141', '9802009', '9804162', '9807199', '9901104', '9901027', '0002029', '0008029']"
992,['9210086']
1012,['9210040']
1359,['9210083']
1166,"['9210056', '9406135', '9505158']"
342,"['9210057', '9301054']"
1367,"['9210108', '9402063']"
1372,['9211103']
1373,"['9211105', '9403011']"
1379,"['9211100', '9302115', '9301089', '9305182', '9306143', '9403159', '9410033', '9901022']"
1381,['9211090']
1384,['9210152']
1387,"['9210155', '9411005']"
1138,"['9211042', '9303033', '9303089', '9311006']"
1390,"['9211043', '9212066', '9303121', '9304165', '9409086']"
1392,"['9211091', '9501079', '9903137']"
1398,['9211129']
1399,['9211131']
1037,"['9211126', '9211111', '9212076']"
1402,"['9211120', '9307056']"
160,"['9211094', '9808096', '0212006']"
585,['9211098']
173,['9211110']
1422,"['9211002', '9211031']"
1424,"['9210138', '9506090', '9506114']"
1425,['9210139']
1426,['9210140']
180,"['9210143', '9302039', '9703180', '9811002', '9906023', '9910047']"
618,['9210146']
1434,"['9211028', '0107054', '0111110', '0209264']"
1435,"['9211022', '9602119', '9602085', '9604045', '9603115', '9612082']"
606,"['9211027', '9807124']"
1442,"['9210159', '9407198', '9802197', '9902068', '0012029', '0110055', '0112193', '0212199']"
1446,['9210164']
1450,"['9210127', '9302099', '9509080', '9702093', '0208020']"
1456,"['9210132', '9404127', '9411107']"
1463,"['9211113', '9302110', '9301074', '9305098', '9303071', '9506194', '9512181', '9606190', '9702067', '9705162', '9708048', '9710165', '9711179', '9712075', '9803124', '9806146', '9807127', '9811021', '9812210', '9910028', '0004086', '0004195', '0011171', '0011215', '0107149', '0109213', '0110048', '0203146', '0204156']"
96,"['9203061', '9308052', '9310026', '9404025', '9710198', '9807056', '9807087', '0012007', '0304018']"
1300,['9203062']
852,"['9203063', '9702031']"
1472,['9203052']
365,"['9203059', '9304027', '9306041', '9310101']"
1474,"['9211074', '9211052', '9303117', '9310055', '9411223', '9502104', '9507142', '9611191', '9612152', '0210100', '0302018']"
1484,['9203084']
1497,['9211062']
1501,['9211045']
1502,"['9211046', '9212028', '9302040', '9309062', '9404045', '9404034', '9405132', '9407001', '9408068']"
472,"['9211055', '9307002', '9909212', '0102202']"
1509,"['9211119', '9304130', '9408133']"
237,['9211057']
1519,['9211077']
1524,"['9211069', '9412036']"
1532,['9211050']
1535,"['9211065', '9307149']"
1537,"['9211079', '9707002', '9703078', '9902200', '9908153', '9912255', '0004074', '0004075', '0010172', '0109058', '0210243', '0304183']"
1529,"['9211081', '9302033', '9309064', '9309101', '9709062', '9906018', '9906206']"
1548,"['9212016', '9309095']"
1554,['9212032']
1566,"['9212152', '9211137', '9212150', '9212084', '9304099', '9408113']"
1573,"['9212133', '9303176', '9501091', '9707194', '9710153', '9809166', '9903202', '9903112', '9911239', '0103118', '0108148', '0210095', '0211177']"
1574,"['9212134', '9401148', '9604167', '0302074']"
1579,"['9212129', '9305032', '9312214']"
1583,"['9212122', '9312061']"
1586,"['9212058', '9309078']"
1594,"['9212071', '9406103']"
1597,"['9212077', '9510091', '9511197', '9611078', '9901011', '0009173', '0107241', '0210081']"
1601,['9212031']
1604,"['9212003', '9309004', '9309003', '9309002', '9308007', '9608110', '9705228', '0006177', '0009033']"
1124,"['9212033', '9503030', '9509067', '9511043', '9701019', '9710102', '9907023', '0001093', '0106234', '0205115']"
1611,"['9212010', '9312192', '9905044', '0001044']"
515,"['9211134', '9405014', '9501029']"
1482,"['9211017', '9307058', '9406102', '9409096', '9505080', '9506006', '9604183', '9708023']"
1623,"['9212107', '9503019']"
1625,"['9212116', '9304036', '9311039', '0005281', '0106233']"
1629,['9212101']
940,"['9212104', '9306019', '9307170', '9410013']"
1234,"['9212111', '9310115', '9310177', '9410014', '9606096', '9612153', '9704161', '9806151', '0002216', '0105176', '0210152']"
1630,"['9212106', '9303127']"
1638,"['9211037', '9402038']"
1640,['9211039']
1642,['9211009']
1654,"['9212145', '9304146', '0006132', '0110196']"
1415,"['9212120', '9304003', '9307143', '9507009', '9602124', '9606031', '9609043', '9610018', '9703118', '9707241', '9701188', '9802090', '9804209', '9808117', '0008212', '0101132', '0205244']"
146,"['9212119', '9405128', '9806184', '9902151']"
1658,"['9212118', '9310108', '9407122', '9508016', '9701034']"
1661,"['9212090', '9310134', '9410004', '9610147', '9703142']"
713,['9212093']
772,"['9212138', '9301053']"
1682,"['9212095', '9312182', '9408048', '0001114', '0106172', '0202119', '0206179']"
415,"['9301038', '9809079', '9904111', '0006234']"
1695,"['9301041', '9303120', '9306004', '9504120', '9701185', '0207129']"
1701,"['9301013', '9410126', '9606037', '9611055', '9911131', '0111244']"
613,"['9301044', '9306090', '9308069', '9311025', '9404135', '9609053', '9704156', '9706151', '0101118', '0205192']"
1705,['9301055']
1706,"['9301067', '9305163', '9309034', '9310157', '9404172', '0205014']"
1707,"['9301058', '0003058', '0107045']"
1709,"['9301061', '9308126', '9402104']"
1712,"['9301065', '9301081', '9306014', '9311115', '9610029', '9902106']"
1721,"['9302105', '9508037', '9703145']"
1127,"['9302075', '9303140', '9309008', '9309046', '9402009', '9411076', '9505151', '9506020', '9608026', '9611223', '9701154', '9704047', '9710035', '9806225', '9904110', '0010121', '0107255', '0204215', '0209129', '0304152']"
1733,"['9301048', '9302098', '9503076']"
1738,['9302091']
1739,"['9302093', '9304008', '9305035', '9411197']"
524,"['9302096', '9609099', '9710135', '9801184', '9803075', '9806228']"
1742,"['9302097', '9302054', '9302055', '9302056', '9303128', '9308082', '9308081', '9311001', '9310162', '9402110']"
1008,"['9301011', '9306079', '9612071', '9907218']"
1750,['9301132']
848,"['9301112', '9409062', '9409061', '9606196', '9705148', '9706155', '9711082', '9804200', '9804201', '9805047', '9806115', '9812196', '0004068', '0007170', '0011008']"
1756,"['9301113', '9301123', '9301117', '9306105', '9306106', '9306107', '9305012', '9307156', '9312055', '9309092', '9310063', '9406162', '9410121', '9609164', '0112014', '0209053', '0211144']"
1764,['9302079']
98,"['9301121', '9307085', '9412110', '0006159', '0105006', '0207111']"
1767,"['9301126', '9305038', '9711079']"
1768,"['9301127', '9904100', '0203105']"
1769,"['9301128', '9809046', '9905128', '9906001', '9909136', '0007246']"
1782,"['9301032', '9401107', '9710235', '9803237', '9806150', '9808189']"
1320,"['9301008', '9408126', '9707147', '9710002', '0001008']"
1790,"['9301118', '9502013', '9604103', '9703215', '9911147', '0101013', '0212193']"
1791,"['9301111', '9308125', '9403013', '9409088']"
710,"['9301023', '9402051', '9412237']"
1562,['9301025']
386,['9301028']
1800,['9301029']
1038,['9302106']
1804,"['9302063', '9403140']"
1810,"['9302070', '9312021', '9407173', '9505021', '9608114', '9704098', '9802153', '9901159', '0106165']"
1500,"['9302052', '9308008', '9312084']"
1817,"['9302060', '9606008']"
1818,"['9302059', '9304049', '9310153']"
1822,"['9302012', '9309020']"
1823,"['9302013', '9411242', '9507014']"
1825,"['9302009', '9312134', '9312135', '9312136']"
1830,"['9302058', '9512034', '9703198', '9902072', '0005271', '0012192']"
1836,"['9306108', '9305141', '9401043', '9404144', '9404145', '9408077', '9409200', '9410174', '9411139', '9504134', '9504159', '9504157', '9504158', '9505044', '9506083', '9510237', '9510238', '9604148', '9609143', '9609142', '9609146', '9609147', '9609148', '9609149', '9609144', '9611068', '9712036', '9712037', '9709120', '9709121', '9710159', '9801059', '9808148', '9906083', '9908057', '0112257', '0112111', '0208159', '0210020']"
311,"['9306101', '9306100', '9402068']"
1837,"['9306110', '9602117']"
1838,"['9306113', '9411151']"
1839,"['9306114', '9306115', '9307060', '9311179', '9604137', '9610093']"
1840,['9306094']
1842,"['9306076', '9411133', '9502079', '9502080']"
1844,['9306077']
1845,"['9306078', '9307148', '9311078', '9408103', '0009046']"
1846,['9306111']
1847,"['9306099', '9812025']"
1848,"['9306098', '9306066', '9306144', '9408096', '9412174', '9502159', '9601079', '0006150', '0110015', '0205053']"
1849,"['9302042', '9302043', '9402067', '9401101']"
1857,"['9302045', '9306064']"
1863,"['9302131', '9401013', '9406079', '0111044']"
1873,"['9302113', '9303039', '9410202', '9411063', '9501007', '9504040', '9506080', '9503053', '9604116', '9902016', '9902050']"
1877,"['9302082', '9402105']"
1878,"['9302084', '9401130']"
1882,"['9302087', '9305044', '9304142', '9305009', '9410195', '9512176', '9605076', '9609199', '9806244', '9810078', '9903206', '9905190', '9911214', '0004163', '0011174', '0010226', '0108083']"
428,"['9302127', '9707059']"
1888,['9302128']
1890,['9302114']
1893,"['9302030', '9306011', '9402003', '9403007']"
1894,['9302031']
1896,"['9302017', '9502124', '9512028', '9609092', '9703008', '9704191', '9705194', '9712209', '9812044', '9907021', '0005094', '0111227']"
1897,['9302016']
1911,"['9302018', '0202058']"
1820,"['9302019', '9308093', '9410079', '9411230']"
1912,"['9302021', '9301091', '9305051', '9305101', '9407016', '9511150', '9709026', '0201006']"
1930,"['9303049', '9304145', '9503196', '9806111']"
1935,['9303053']
1941,['9304033']
918,"['9304019', '9309014', '9403032', '9702183', '9906185', '9907121']"
1948,"['9304022', '9401036', '9407130', '9610097', '9911126']"
1952,"['9304025', '9303027', '9309084', '9403143']"
1953,['9304028']
1962,"['9304037', '9412074', '9608017', '9710122']"
1965,"['9304041', '9308097', '9608137', '9705013', '9705066']"
