,Paper Id,Authors,Year
340,9202081,Michiaki Takama,1992
341,9202082,Haye Hinrichsen,1992
342,9202082,Vladimir Rittenberg,1992
343,9202083,Makoto Sakamoto,1992
344,9202083,Masayoshi Tabuse,1992
345,9202084,Tsutomu Horiguchi,1992
346,9202084,Makoto Sakamoto,1992
347,9202084,Masayoshi Tabuse,1992
348,9202085,C. Callan,1992
349,9202085,A. Felce,1992
350,9202085,,1992
351,9202085,D. Freed,1992
352,9202086,E. Sezgin,1992
353,9202087,R. Saroja,1992
354,9202087,A. Sen,1992
355,9202089,E. Abdalla,1992
356,9202089,M.C.B. Abdalla,1992
357,9202089,D. Dalmazi,1992
358,9202089,K. Harada,1992
359,9202090,By Matt Visser,1992
360,9202092,Paul Ginsparg,1992
361,9202092,Fern,1992
362,9202092,o Quevedo,1992
363,9203001,Jack Morse & Rolf Schimmrigk,1992
364,9203002,Yoshiaki Tanii,1992
365,9203002,Shun-ichi Yamaguchi,1992
366,9203003,F. Colomo,1992
367,9203003,A. Koubek,1992
368,9203003,G. Mussardo,1992
369,9203004,A.N. Kirillov,1992
370,9203004,P. Mathieu,1992
371,9203004,D. Senechal,1992
372,9203004,M. Walton,1992
373,9203005,K.N. Anagnostopoulos,1992
374,9203005,M. J. Bowick,1992
375,9203006,Kiyoshi Kamimura,1992
376,9203006,Sinobu Makita,1992
377,9203006,Takeshi Fukuyama,1992
378,9203007,Domenico Giulini,1992
379,9203007,Jorma Louko,1992
380,9203008,Amit Giveon,1992
381,9203008,Alfred Shapere,1992
382,9203009,J. Ambjorn,1992
383,9203009,L. Chekhov,1992
384,9203009,Yu. Makeenko,1992
385,9203010,Sudipta Mukherji,1992
386,9203011,Daniel Arnaudon,1992
387,9203012,John Ellis,1992
388,9203012,N.E. Mavromatos,1992
389,9203012,D.V. Nanopoulos,1992
390,9203013,T.R.Govindarajan,1992
391,9203013,R.Shankar,1992
392,9203013,N.Shaji,1992
393,9203013,M.Sivakumar,1992
394,9203014,Lay Nam Chang,1992
395,9203014,Chopin Soo,1992
396,9203015,Nicola Maggiore,1992
397,9203015,Paolo Provero,1992
398,9203016,Gary Kleppe,1992
399,9203016,R. P. Woodard,1992
400,9203017,Jouko Mickelsson,1992
401,9203018,L. J. Romans,1992
402,9203019,S.Dalley,1992
403,9203020,J. Laartz,1992
404,9203021,Joaquim Gomis,1992
405,9203021,Hiroshi Suzuki,1992
406,9203022,Clifford Johnson,1992
407,9203022,Tim Morris,1992
408,9203022,Bill Spence,1992
409,9203023,G.W. Gibbons,1992
410,9203023,M.E. Ortiz,1992
411,9203023,F. Ruiz Ruiz,1992
412,9203023,T.M. Samols,1992
413,9203024,H. Lu,1992
414,9203024,C.N. Pope,1992
415,9203024,S. Schrans,1992
416,9203024,X.J. Wang,1992
417,9203025,J. Lopez,1992
418,9203025,D. Nanopoulos,1992
419,9203025,,1992
420,9203025,K. Yuan,1992
421,9203026,M. Blau,1992
422,9203027,C.K. Zachos,1992
423,9203028,Andrea Pasquinucci,1992
424,9203029,Kurt Haller,1992
425,9203029,Edwin Lombridas,1992
426,9203030,Ivan K. Kostov,1992
427,9203030,Matthias Staudacher,1992
428,9203031,Petr Horava,1992
429,9203032,Roger Brooks,1992
430,9203033,A.A. Tseytlin,1992
431,9203034,Kanehisa Takasaki,1992
432,9203035,C. Gomez,1992
433,9203035,G. Sierra,1992
434,9203036,G.Aldazabal,1992
435,9203036,J.M.Maldacena,1992
436,9203037,I. T. Ivanov,1992
437,9203037,D. B. Uglov,1992
438,9203038,F. De Jonghe,1992
439,9203038,R. Siebelink,1992
440,9203038,W. Troost,1992
441,9203039,Jean-Loup Gervais,1992
442,9203039,Mikhail V. Saveliev,1992
443,9203040,Bernd Bruegmann,1992
444,9203040,Rodolfo Gambini,1992
445,9203040,Jorge Pullin,1992
446,9203041,Julian Barbour,1992
447,9203041,Lee Smolin,1992
448,9203042,B. Birnir,1992
449,9203042,S.B. Giddings,1992
450,9203042,J.A. Harvey,1992
451,9203042,,1992
452,9203042,A. Strominger,1992
453,9203043,S.Kharchev,1992
454,9203043,A.Marshakov,1992
455,9203043,A.Mironov,1992
456,9203043,A.Morozov,1992
457,9203044,A.Marshakov,1992
458,9203044,A.Mironov,1992
459,9203044,A.Morozov,1992
460,9203044,M.Olshanetsky,1992
461,9203045,E.S. Fradkin,1992
462,9203045,V.Ya Linetsky,1992
463,9203046,F.Alex,1992
464,9203046,er Bais,1992
465,9203046,Peter van Driel,1992
466,9203046,Mark de Wild Propitius,1992
467,9203047,F.Alex,1992
468,9203047,er Bais,1992
469,9203047,Peter van Driel,1992
470,9203047,Mark de Wild Propitius,1992
471,9203048,F.Bonechi,1992
472,9203048,E.Celeghini,1992
473,9203048,R.Giachetti,1992
474,9203048,E.Sorace,1992
475,9203048,M.Tarlini,1992
476,9203049,Hiroki Fukutaka,1992
477,9203050,Dan Christensen,1992
478,9203050,Robert B. Mann,1992
479,9203051,A.Galperin,1992
480,9203051,E.Sokatchev,1992
481,9203052,S. W. Hawking,1992
482,9203053,M.Carfora,1992
483,9203053,M.Martellini,1992
484,9203053,A.Marzuoli,1992
485,9203054,L. Susskind,1992
486,9203054,L. Thorlacius,1992
487,9203055,G.Bonacina,1992
488,9203055,A.Gamba,1992
489,9203055,M.Martellini,1992
490,9203056,Daniel Cangemi,1992
491,9203056,Roman Jackiw,1992
492,9203057,Matt Visser,1992
493,9203058,J. Distler,1992
494,9203058,M. Doyle,1992
495,9203059,S.B. Giddings,1992
496,9203060,G. Moore,1992
497,9203060,R. Plesser,1992
498,9203061,Gregory Moore,1992
499,9203062,Didier A Depireux,1992
500,9203063,Dileep P. Jatkar,1992
501,9203064,C. Destri,1992
502,9203064,H.J. de Vega,1992
503,9203065,C. Destri,1992
504,9203065,H.J. de Vega,1992
505,9203066,S. Cecotti,1992
506,9203066,C. Vafa,1992
507,9203067,Ralph Lano,1992
508,9203067,V.G.J. Rodgers,1992
509,9203068,V.G.J. Rodgers,1992
510,9203069,Lev Rozansky,1992
511,9203069,Herbert Saleur,1992
512,9203070,P.S. Howe,1992
513,9203070,G. Papadopoulos,1992
514,9203071,I. Antoniadis,1992
515,9203071,E. Gava,1992
516,9203071,K. S. Narain,1992
517,9203072,Francisco D. Mazzitelli,1992
518,9203073,Sergei V. Pokrovsky,1992
519,9203074,Andrew Parkes,1992
520,9203075,E. Abdalla,1992
521,9203075,M. Forger,1992
522,9203076,T.J. Hollowood,1992
523,9203077,T.Tjin,1992
524,9203078,S.J. Gates,1992
525,9203078,Jr,1992
526,9203078,H. Nishino,1992
527,9203078,S.V. Ketov,1992
528,9203079,Abhay Ashtekar,1992
529,9203079,Carlo Rovelli,1992
530,9203079,Lee Smolin,1992
531,9203080,H. Nishino,1992
532,9203080,S.J. Gates,1992
533,9203080,Jr,1992
534,9203080,,1992
535,9203080,S.V. Ketov,1992
536,9203081,S.V. Ketov,1992
537,9203081,S.J. Gates,1992
538,9203081,Jr.,1992
539,9203081,H. Nishino,1992
540,9203082,Dan Kabat,1992
541,9203082,Miguel Ortiz,1992
542,9203083,James H. Horne,1992
543,9203083,Gary T. Horowitz,1992
544,9203084,Anamaria Font,1992
545,9204001,A.Aurilia,1992
546,9204001,E.Spallucci,1992
547,9204002,T. T. Burwick,1992
548,9204002,A. H. Chamseddine,1992
549,9204003,Srin,1992
550,9204003,an Dasmahapatra,1992
551,9204003,Rinat Kedem,1992
552,9204003,Barry McCoy,1992
553,9204004,Daniel Z. Freedman,1992
554,9204004,Gianluca Grignani,1992
555,9204004,Nuria Rius,1992
556,9204004,Kenneth Johnson,1992
557,9204006,Fern,1992
558,9204006,o Quevedo,1992
559,9204007,H.Itoyama,1992
560,9204007,B.Razzaghe-Ashrafi,1992
561,9204008,Daniel Cangemi,1992
562,9204009,Giuseppe Bonacina,1992
563,9204009,Maurizio Martellini,1992
564,9204009,Mario Rasetti\\  We show that 2+1-dimensional Euclidean quantum gravity is equivalent,1992
565,9204009,undersome mild topological assumptions,1992
566,9204009,to a Gaussian fermionic system. Inparticular,1992
567,9204009,for manifolds topologically equivalent to $\Sigma_g\times\RrR$ with$\Sigma_g$ a closed,1992
568,9204009,oriented Riemann surface of genus $g$,1992
569,9204009,thecorresponding 2+1-dimensional Euclidean quantum gravity may be related to the3D-lattice Ising model before its thermodynamic limit. \\,1992
570,9204010,Taro Kashiwa,1992
571,9204010,Shuji Nima,1992
572,9204010,Seiji Sakoda,1992
573,9204011,Supriya K. Kar,1992
574,9204011,Alok Kumar,1992
575,9204012,B. de Carlos,1992
576,9204012,J.A. Casas,1992
577,9204012,C. Mu\~noz,1992
578,9204013,Joseph A. Minahan,1992
579,9204014,C. G. Torre,1992
580,9204015,T.T. Burwick,1992
581,9204015,A.H. Chamseddine,1992
582,9204015,K.Meissner,1992
583,9204016,E.Ivanov,1992
584,9204016,S.Krivonos,1992
585,9204016,A.Pichugin,1992
586,9204017,Sanjay Jain,1992
587,9204017,Samir D. Mathur,1992
588,9204018,E. Brezin,1992
589,9204018,S. Hikami,1992
590,9204019,L.Bonora,1992
591,9204019,C.S.Xiong,1992
592,9204020,D. Gepner,1992
593,9204020,A. Schwimmer,1992
594,9204021,Claudio Coriano',1992
595,9204022,N. Manojlovic,1992
596,9204022,A. Mikovic,1992
597,9204023,E.Ivanov,1992
598,9204023,S.Krivonos,1992
599,9204024,J. Panvel,1992
600,9204025,Ruth Gregory,1992
601,9204025,Jeffrey Harvey,1992
602,9204026,Olaf Lechtenfeld,1992
603,9204026,Chiara Nappi,1992
604,9204027,Miao Li,1992
605,9204028,Avinash Dhar,1992
606,9204028,Gautam M,1992
607,9204028,al,1992
608,9204028,Spenta R. Wadia,1992
609,9204029,Viqar Husain,1992
610,9204030,I. Antoniadis,1992
611,9204030,E. Gava,1992
612,9204030,K.S. Narain,1992
613,9204031,M. Cvetic,1992
614,9204031,S. Griffies,1992
615,9204032,A. Carlini,1992
616,9204032,F. Fucito,1992
617,9204032,M. Martellini,1992
618,9204033,Nathan Weiss,1992
619,9204034,Andre J. van Tonder,1992
620,9204035,A. Ceresole,1992
621,9204035,R. D'Auria,1992
622,9204035,S. Ferrara,1992
623,9204035,W. Lerche,1992
624,9204035,J. Louis,1992
625,9204036,Philippe Roche,1992
626,9204037,S. Stieberger,1992
627,9204037,D. Jungnickel,1992
628,9204037,J. Lauer,1992
629,9204037,M. Spalinski,1992
630,9204038,H. Lu,1992
631,9204038,C.N. Pope,1992
632,9204039,A.Aurilia,1992
633,9204039,A.Smailagic,1992
634,9204039,E.Spallucci,1992
635,9204040,S. Ferrara,1992
636,9204040,P. Fr\`e,1992
637,9204040,P. Soriani,1992
638,9204041,P. Fre',1992
639,9204041,L. Girardello,1992
640,9204041,A. Lerda,1992
641,9204041,P. Soriani,1992
642,9204042,E. Raiten,1992
643,9204043,Toshio Nakatsu,1992
644,9204043,Yuji Sugawara,1992
645,9204044,Nicola Maggiore,1992
646,9204044,Silvio P. Sorella,1992
647,9204045,Alberto Blasi,1992
648,9204045,Nicola Maggiore,1992
649,9204045,Silvio P. Sorella,1992
650,9204046,Ashoke Sen,1992
651,9204047,Gordon Semenoff,1992
652,9204048,David Eliezer,1992
653,9204048,Gordon Semenoff,1992
654,9204049,M. Bershadsky,1992
655,9204049,D. Kutasov,1992
656,9204050,Toshio Nakatsu,1992
657,9204050,Yuji Sugawara,1992
658,9204051,S. Forste,1992
659,9204052,Igor R. Klebanov,1992
660,9204052,Andrea Pasquinucci,1992
661,9204053,Shamit Kachru,1992
662,9204054,F.Bonechi,1992
663,9204054,E.Celeghini,1992
664,9204054,R. Giachetti,1992
665,9204054,E. Sorace,1992
666,9204054,M.Tarlini,1992
667,9204055,C. G. Torre,1992
668,9204056,Gerald Dunne,1992
669,9204056,Roman Jackiw,1992
670,9204057,Gerald Dunne,1992
671,9204057,Roman Jackiw,1992
672,9204058,Jae-Suk Park,1992
673,9204059,Hideaki Aoyama,1992
674,9204059,Arihiro Tamura,1992
675,9204060,A.Klemm,1992
676,9204060,R.Schimmrigk,1992
677,9204061,J.P. Rodrigues,1992
678,9204061,A.J. van Tonder,1992
679,9204062,Matt Visser,1992
680,9204063,A.M.Semikhatov,1992
681,9204064,Brian Davies,1992
682,9204064,Omar Foda,1992
683,9204064,Michio Jimbo,1992
684,9204064,Tetsuji Miwa,1992
685,9204064,Atsushi  Nakayashiki,1992
686,9204065,Joaquim Gomis,1992
687,9204065,Jordi Par\'{\i}s,1992
688,9204066,C.S.Aulakh,1992
689,9204067,Kenichro Aoki,1992
690,9204067,Eric D'Hoker,1992
691,9204068,Omar Foda,1992
692,9204068,,1992
693,9204068,Tetsuji Miwa,1992
694,9204069,Peter Peldan,1992
695,9204070,A.Smailagic,1992
696,9204070,E.Spallucci,1992
697,9204071,F. Delduc,1992
698,9204071,E.Ivanov,1992
699,9204071,E. Sokatchev,1992
700,9204072,S.B. Giddings,1992
701,9204072,W.M. Nelson,1992
702,9204073,Hiroshi Nohara,1992
703,9204074,D. B. Fairlie,1992
704,9204074,J. Govaerts,1992
705,9204075,G. Ferretti,1992
706,9204075,S.G.Rajeev,1992
707,9204075,Z. Yang,1992
708,9204076,G. Ferretti,1992
709,9204076,S.G.Rajeev,1992
710,9204076,Z. Yang,1992
711,9204077,A. Kent,1992
712,9204077,G. Watts,1992
713,9204078,K. Behrndt,1992
714,9204079,Juan Garcia-Bellido,1992
715,9204079,Mariano Quiros,1992
716,9204080,Claudio Coriano',1992
717,9204080,Rajesh R. Parwani,1992
718,9204080,Hidenaga Yamagishi,1992
719,9204080,Ismail Zahed,1992
720,9204081,A. Kent,1992
721,9204082,B. Eynard,1992
722,9204082,J. Zinn-Justin,1992
723,9204083,Edward Witten,1992
724,9204084,David A. Lowe,1992
725,9204085,B.~Gato-Rivera,1992
726,9204085,A.~M.~Semikhatov,1992
727,9204086,Y. Frishman,1992
728,9204086,J. Lukierski,1992
729,9204086,W.J. Zakrzewski,1992
730,9204088,H. Dorn,1992
731,9204088,H.-J. Otto,1992
732,9204089,A.T.Filippov,1992
733,9204089,A.P.Isaev,1992
734,9204089,A.B.Kurdikov,1992
735,9204090,Gary W. Gibbons,1992
736,9204090,Malcolm J. Perry,1992
737,9204091,Washington Taylor IV,1992
738,9204092,Leonid Dickey,1992
739,9204093,C.N. Pope,1992
740,9204094,P. Fendley,1992
741,9204094,H. Saleur,1992
742,9204095,O. Aharony,1992
743,9204095,O. Ganor,1992
744,9204095,N. Sochen J. Sonnenschein,1992
745,9204095,S. Yankielowicz,1992
746,9204096,John Ellis,1992
747,9204096,N.E. Mavromatos,1992
748,9204096,D.V. Nanopoulos,1992
