,Paper Id,Authors,Year
175,9203007, Domenico Giulini and Jorma Louko,1992
176,9203008, Amit Giveon and Alfred Shapere,1992
177,9203009," J. Ambjorn, L. Chekhov and Yu. Makeenko",1992
178,9203010, Sudipta Mukherji,1992
179,9203011, Daniel Arnaudon,1992
180,9203012," John Ellis, N.E. Mavromatos and D.V. Nanopoulos",1992
181,9203013," T.R.Govindarajan, R.Shankar, N.Shaji and M.Sivakumar",1992
182,9203014, Lay Nam Chang and Chopin Soo,1992
183,9203015, Nicola Maggiore and Paolo Provero,1992
184,9203016, Gary Kleppe and R. P. Woodard,1992
185,9203017, Jouko Mickelsson,1992
186,9203018, L. J. Romans,1992
187,9203019, S.Dalley,1992
188,9203020, J. Laartz,1992
189,9203021, Joaquim Gomis and Hiroshi Suzuki,1992
190,9203022," Clifford Johnson, Tim Morris and Bill Spence",1992
191,9203023," G.W. Gibbons, M.E. Ortiz, F. Ruiz Ruiz and T.M. Samols",1992
192,9203024," H. Lu, C.N. Pope, S. Schrans and X.J. Wang",1992
193,9203025," J. Lopez, D. Nanopoulos, and K. Yuan",1992
194,9203026, M. Blau,1992
195,9203027, C.K. Zachos,1992
196,9203028, Andrea Pasquinucci,1992
197,9203029, Kurt Haller and Edwin Lombridas,1992
198,9203030, Ivan K. Kostov and Matthias Staudacher,1992
199,9203031, Petr Horava,1992
200,9203032, Roger Brooks,1992
201,9203033, A.A. Tseytlin,1992
202,9203034, Kanehisa Takasaki,1992
203,9203035," C. Gomez, G. Sierra",1992
204,9203036," G.Aldazabal, J.M.Maldacena",1992
205,9203037, I. T. Ivanov and D. B. Uglov (SUNY Stony Brook),1992
206,9203038," F. De Jonghe, R. Siebelink and W. Troost",1992
207,9203039, Jean-Loup Gervais and Mikhail V. Saveliev,1992
208,9203040," Bernd Bruegmann, Rodolfo Gambini, Jorge Pullin",1992
209,9203041, Julian Barbour and Lee Smolin,1992
210,9203042," B. Birnir, S.B. Giddings, J.A. Harvey, and A. Strominger",1992
211,9203043," S.Kharchev, A.Marshakov, A.Mironov, A.Morozov",1992
212,9203044," A.Marshakov, A.Mironov, A.Morozov, M.Olshanetsky",1992
213,9203045, E.S. Fradkin and V.Ya Linetsky,1992
214,9203046," F.Alexander Bais, Peter van Driel and Mark de Wild Propitius",1992
215,9203047," F.Alexander Bais, Peter van Driel and Mark de Wild Propitius",1992
216,9203048," F.Bonechi, E.Celeghini, R.Giachetti, E.Sorace and M.Tarlini",1992
217,9203049, Hiroki Fukutaka,1992
218,9203050, Dan Christensen and Robert B. Mann,1992
219,9203051, A.Galperin and E.Sokatchev,1992
220,9203052, S. W. Hawking,1992
221,9203053," M.Carfora, M.Martellini and A.Marzuoli",1992
222,9203054, L. Susskind and L. Thorlacius,1992
223,9203055," G.Bonacina, A.Gamba and M.Martellini",1992
224,9203056, Daniel Cangemi and Roman Jackiw,1992
225,9203057, Matt Visser,1992
226,9203058," J. Distler, M. Doyle",1992
227,9203059, S.B. Giddings,1992
228,9203060, G. Moore and R. Plesser,1992
229,9203061, Gregory Moore,1992
230,9203062, Didier A Depireux,1992
231,9203063, Dileep P. Jatkar,1992
232,9203064, C. Destri and H.J. de Vega,1992
233,9203065, C. Destri and H.J. de Vega,1992
234,9203066, S. Cecotti and C. Vafa,1992
235,9203067, Ralph Lano and V.G.J. Rodgers,1992
236,9203068, V.G.J. Rodgers,1992
237,9203069," Lev Rozansky, Herbert Saleur",1992
238,9203070, P.S. Howe and G. Papadopoulos,1992
239,9203071," I. Antoniadis, E. Gava and K. S. Narain",1992
240,9203072, Francisco D. Mazzitelli,1992
241,9203073, Sergei V. Pokrovsky,1992
242,9203074, Andrew Parkes,1992
243,9203075," E. Abdalla, M. Forger",1992
244,9203076, T.J. Hollowood,1992
245,9203077, T.Tjin,1992
246,9203078," S.J. Gates, Jr, H. Nishino and S.V. Ketov",1992
247,9203079," Abhay Ashtekar, Carlo Rovelli and Lee Smolin",1992
248,9203080," H. Nishino, S.J. Gates, Jr, and S.V. Ketov",1992
249,9203081," S.V. Ketov, S.J. Gates, Jr. and H. Nishino",1992
250,9203082, Dan Kabat and Miguel Ortiz,1992
251,9203083, James H. Horne and Gary T. Horowitz,1992
252,9203084, Anamaria Font,1992
253,9204001, A.Aurilia and E.Spallucci,1992
254,9204002, T. T. Burwick and A. H. Chamseddine,1992
255,9204003," Srinandan Dasmahapatra, Rinat Kedem and Barry McCoy",1992
256,9204004," Daniel Z. Freedman, Gianluca Grignani, Nuria Rius and Kenneth Johnson",1992
257,9204006, Fernando Quevedo,1992
258,9204007, H.Itoyama and B.Razzaghe-Ashrafi,1992
259,9204008, Daniel Cangemi,1992
260,9204009," Giuseppe Bonacina, Maurizio Martellini and Mario Rasetti",1992
261,9204010," Taro Kashiwa, Shuji Nima and Seiji Sakoda",1992
262,9204011, Supriya K. Kar and Alok Kumar,1992
263,9204012," B. de Carlos, J.A. Casas and C. Mu\~noz",1992
264,9204013, Joseph A. Minahan,1992
265,9204014, C. G. Torre,1992
266,9204015," T.T. Burwick, A.H. Chamseddine and K.Meissner",1992
267,9204016," E.Ivanov, S.Krivonos and A.Pichugin",1992
268,9204017, Sanjay Jain and Samir D. Mathur,1992
269,9204018, E. Brezin and S. Hikami,1992
270,9204019," L.Bonora, C.S.Xiong",1992
271,9204020," D. Gepner and A. Schwimmer (Weizmann Institute of science, Israel)",1992
272,9204021, Claudio Coriano',1992
273,9204022, N. Manojlovic and A. Mikovic,1992
274,9204023, E.Ivanov and S.Krivonos,1992
275,9204024, J. Panvel,1992
276,9204025, Ruth Gregory and Jeffrey Harvey,1992
277,9204026, Olaf Lechtenfeld and Chiara Nappi,1992
278,9204027, Miao Li,1992
279,9204028," Avinash Dhar, Gautam Mandal and Spenta R. Wadia",1992
280,9204029, Viqar Husain,1992
281,9204030," I. Antoniadis, E. Gava and K.S. Narain",1992
282,9204031, M. Cvetic and S. Griffies,1992
283,9204032," A. Carlini, F. Fucito and M. Martellini",1992
284,9204033, Nathan Weiss,1992
285,9204034, Andre J. van Tonder,1992
286,9204035," A. Ceresole, R. D'Auria, S. Ferrara, W. Lerche and J. Louis",1992
287,9204036, Philippe Roche,1992
288,9204037," S. Stieberger, D. Jungnickel, J. Lauer, M. Spalinski",1992
289,9204038, H. Lu and C.N. Pope,1992
290,9204039," A.Aurilia, A.Smailagic, E.Spallucci",1992
291,9204040," S. Ferrara, P. Fr\`e, P. Soriani",1992
292,9204041," P. Fre', L. Girardello, A. Lerda and P. Soriani",1992
293,9204042, E. Raiten,1992
294,9204043, Toshio Nakatsu and Yuji Sugawara,1992
295,9204044, Nicola Maggiore and Silvio P. Sorella,1992
296,9204045," Alberto Blasi, Nicola Maggiore and Silvio P. Sorella",1992
297,9204046, Ashoke Sen,1992
298,9204047, Gordon Semenoff,1992
299,9204048, David Eliezer and Gordon Semenoff,1992
300,9204049, M. Bershadsky and D. Kutasov,1992
301,9204050, Toshio Nakatsu and Yuji Sugawara,1992
302,9204051, S. Forste,1992
303,9204052, Igor R. Klebanov and Andrea Pasquinucci,1992
304,9204053, Shamit Kachru,1992
305,9204054," F.Bonechi, E.Celeghini, R. Giachetti, E. Sorace and M.Tarlini",1992
306,9204055, C. G. Torre,1992
307,9204056, Gerald Dunne and Roman Jackiw,1992
308,9204057, Gerald Dunne and Roman Jackiw,1992
309,9204058, Jae-Suk Park,1992
310,9204059, Hideaki Aoyama and Arihiro Tamura,1992
311,9204060, A.Klemm and R.Schimmrigk,1992
312,9204061, J.P. Rodrigues and A.J. van Tonder,1992
313,9204062, Matt Visser,1992
314,9204063, A.M.Semikhatov,1992
315,9204064," Brian Davies, Omar Foda, Michio Jimbo, Tetsuji Miwa and Atsushi  Nakayashiki",1992
316,9204065, Joaquim Gomis and Jordi Par\'{\i}s,1992
317,9204066, C.S.Aulakh,1992
318,9204067, Kenichro Aoki and Eric D'Hoker,1992
319,9204068," Omar Foda, and Tetsuji Miwa",1992
320,9204069, Peter Peldan,1992
321,9204070," A.Smailagic, E.Spallucci",1992
322,9204071," F. Delduc, E.Ivanov and E. Sokatchev",1992
323,9204072, S.B. Giddings and W.M. Nelson,1992
324,9204073, Hiroshi Nohara,1992
325,9204074, D. B. Fairlie and J. Govaerts,1992
326,9204075," G. Ferretti, S.G.Rajeev and Z. Yang",1992
327,9204076," G. Ferretti, S.G.Rajeev and Z. Yang",1992
328,9204077, A. Kent and G. Watts,1992
329,9204078, K. Behrndt,1992
330,9204079, Juan Garcia-Bellido and Mariano Quiros,1992
331,9204080," Claudio Coriano', Rajesh R. Parwani, Hidenaga Yamagishi, Ismail Zahed",1992
332,9204081, A. Kent,1992
333,9204082, B. Eynard and J. Zinn-Justin,1992
334,9204083, Edward Witten,1992
335,9204084, David A. Lowe,1992
336,9204085, B.~Gato-Rivera and A.~M.~Semikhatov,1992
337,9204086," Y. Frishman, J. Lukierski and W.J. Zakrzewski",1992
338,9204088, H. Dorn and H.-J. Otto,1992
339,9204089," A.T.Filippov, A.P.Isaev and A.B.Kurdikov",1992
340,9204090, Gary W. Gibbons and Malcolm J. Perry,1992
341,9204091, Washington Taylor IV,1992
342,9204092, Leonid Dickey,1992
343,9204093, C.N. Pope,1992
344,9204094, P. Fendley and H. Saleur,1992
345,9204095," O. Aharony, O. Ganor , N. Sochen J. Sonnenschein and S. Yankielowicz",1992
346,9204096," John Ellis, N.E. Mavromatos and D.V. Nanopoulos",1992
347,9204097, A. Kent,1992
348,9204098, A. Kent,1992
349,9204099," M\'aximo Ba\~nados, Claudio Teitelboim, and Jorge Zanelli",1992
350,9204100," Z. Maassarani, D. Nemeschansky and N.P. Warner",1992
351,9204101, Daniel Cangemi and Choonkyu Lee,1992
352,9204102," Sergio Cecotti, Paul Fendley, Ken Intriligator and Cumrun Vafa",1992
353,9204103, Daniel Kabat,1992
354,9205001, Vidyut Jain and Oleg Ogievetsky,1992
355,9205002, H. Awata and Y. Yamada,1992
356,9205003, O. Ogievetsky and B. Zumino,1992
357,9205004, Maximilian Kreuzer and Harald Skarke,1992
358,9205005, Glenn Barnich and Marc Henneaux,1992
359,9205006, J. Greensite,1992
360,9205007, John C. Baez,1992
361,9205008, Jerome P. Gauntlett,1992
362,9205009, Gabriel Lopes Cardoso and Burt A. Ovrut,1992
363,9205010, L. Alvarez-Gaume and J.L.F. Barbon,1992
364,9205011," M. Dine, R.G. Leigh and D.A. MacIntire",1992
365,9205012," B. de Wit, M.T. Grisaru, E. Rabinovici, H. Nicolai",1992
366,9205013, G.M.T.Watts,1992
367,9205014, G.P.Korchemsky,1992
368,9205015," I. Antoniadis, P.O. Mazur and E. Mottola",1992
369,9205016, Jnanadeva Maharana,1992
370,9205017, Christopher Ting and C. H. Lai,1992
371,9205018, Marc Henneaux,1992
372,9205019, C.S.Aulakh,1992
373,9205020, I.Ya.Aref'eva and A.P.Zubarev,1992
374,9205021, B. Harms and Y. Leblanc,1992
375,9205022, Steven Carlip,1992
376,9205023," Rue-Ron Hsu, Green Huang , Wei-Fu Lin, and Chin-Rong Lee",1992
377,9205024, Marcio J. Martins,1992
378,9205025," M. Fabbrichesi, R. Iengo, K. Roland",1992
379,9205026, J.D. Cohn and Vipul Periwal,1992
380,9205027," Renata Kallosh, Andrei Linde, Tom\'as Ort\'in, Amanda Peet and Antoine  Van Proeyen",1992
381,9205028, Andrew Strominger,1992
382,9205029, Mirjam Cvetic and Paul Langacker,1992
383,9205030, Haruhiko Terao,1992
384,9205031, Costas Bachas and Marios Petropoulos,1992
385,9205032, W.A. Sabra,1992
386,9205033, M. Fabbrichesi and K. Roland,1992
387,9205034, Jean-Loup Gervais,1992
388,9205035, HoSeong La,1992
389,9205036, Alfred S. Goldhaber,1992
390,9205037, I. Bars and K. Sfetsos (USC),1992
391,9205038, Abhay Ashtekar,1992
392,9205039," P. P. Kulish, R. Sasaki and C. Schwiebert",1992
393,9205040, Patrick Dorey,1992
394,9205041, Albrecht Klemm and Stefan Theisen,1992
395,9205042, Peter Suranyi,1992
396,9205043, Joseph Polchinski and Zhu Yang,1992
397,9205044, T. Kuramoto,1992
398,9205045, Silvia Penati and Daniela Zanon,1992
399,9205046, C. Kounnas and D. Luest,1992
400,9205047," E. Elizalde and S.D. Odintsov (Department E.C.M., Faculty of Physics,  University of Barcelona, Spain)",1992
401,9205048," E. Elizalde and S.D.Odintsov (Department E.C.M., Faculty of Physics,  University of Barcelona, Spain)",1992
402,9205049," E. Elizalde and S.D. Odintsov (Department E.C.M., Faculty of Physics,  University of Barcelona, Spain)",1992
403,9205050," E. Elizalde and S.D. Odintsov (Department E.C.M., Faculty of Physics,  University of Barcelona, Spain)",1992
404,9205051, Ramzi R. Khuri,1992
405,9205052, Ramzi R. Khuri,1992
406,9205053, Noureddine Mohammedi,1992
407,9205054," H.Lu, C.N. Pope, X.J. Wang and K.W. Xu",1992
408,9205055," Michio Jimbo, Kei Miki, Tetsuji Miwa, Atsushi Nakayashiki",1992
409,9205056," Clifford V.Johnson, Tim R. Morris and Anders W\""atterstam",1992
410,9205057, A.D'Adda,1992
411,9205058, A.A. Tseytlin,1992
412,9205059, V. Kazakov and I. Kostov,1992
413,9205060, M. Cveti\v c and R. L. Davis,1992
414,9205061, Jennie Traschen and Robert Ferrel,1992
415,9205062," Supriya K. Kar, S. Pratik Khastgir and Gautam Sengupta",1992
416,9205063, Ulf H. Danielsson,1992
417,9205064, D. Bernard and A. LeClair,1992
418,9205065, Vl.S.Dotsenko,1992
419,9205066," H.Y. Lee, A. Nakamichi and T. Ueno",1992
420,9205067, P.Montague,1992
421,9205068, Vadim Kaplunovsky,1992
422,9205069, S.P. de Alwis,1992
423,9205070, Vadim Kaplunovsky,1992
424,9205071," H. Grosse, W. Kummer, P. Pre\v{s}najder and D.J. Schwarz",1992
425,9205072, A. N. Schellekens,1992
426,9205073, J. Ambjorn and C.F. Kristjansen,1992
427,9205074, J. W. van Holten and R. H. Rietdijk,1992
428,9205076, M.A. Mart\'{\i}n-Delgado,1992
429,9205077," G. Bimonte, K. S. Gupta, A. Stern",1992
430,9205078, Swapna Mahapatra,1992
431,9205079, M{\aa}ns Henningson,1992
432,9205080, Arlen Anderson,1992
433,9205081, Ramzi R. Khuri,1992
434,9205082," Stephen G. Naculich, Harold A. Riggs, and Howard J. Schnitzer",1992
435,9205083, HoSeong La,1992
436,9205084, Hidenori Sonoda,1992
437,9205085, Hidenori Sonoda,1992
438,9205086, Stephane Durand,1992
439,9205087, Tatsuo Kobayashi and Tsuneo Uematsu,1992
440,9205088, Albert Schwarz,1992
441,9205089, Adel Bilal and Curtis Callan,1992
442,9205090, Hirosi Ooguri,1992
443,9205091, Ramzi R. Khuri,1992
444,9205092," Marc Henneaux, Claudio Teitelboim, J. David Vergara",1992
445,9205093," G.W. Delius, M.T. Grisaru and P. van Nieuwenhuizen",1992
446,9205094, L. Dolan and James T. Liu,1992
447,9205095, Ian I. Kogan,1992
448,9205096, H. Cateau & K. Sumiyoshi,1992
449,9205097, J. Lee Montag,1992
450,9205098, R.B. Mann and S.F. Ross,1992
451,9205099, J. A. Dixon and M. J. Duff,1992
452,9205100, J. Distler,1992
453,9205101, Nobuyoshi Ohta and Hisao Suzuki,1992
454,9205102, Roberto Zucchini,1992
455,9205103, Leonardo Castellani,1992
456,9205104, Jae-Suk Park,1992
457,9205105, Jeremy Schiff,1992
458,9205106, L.Chekhov,1992
459,9205107," John Ellis, N.E. Mavromatos and D.V. Nanopoulos",1992
460,9205108, Ramzi R. Khuri,1992
461,9205109," R. Cuerno, G. Sierra and C. Gomez",1992
462,9205110, I.M.Krichever,1992
463,9205111, Hitoshi Ikemori,1992
464,9205112, Arlen Anderson,1992
465,9205113," P.C. Argyres, E. Lyman, and S.-H.H. Tye",1992
466,9205114," Amanda Peet, Leonard Susskind and Larus Thorlacius",1992
467,9205115, Hsien-Chung Kao and Kimyeong Lee,1992
468,9205116, A.P. Balachandran and P. Teotonio-Sobrinho,1992
469,9205117, Feng Yu and Yong-Shi Wu,1992
470,9206001," A. Berkovich, G. Sierra and C. Gomez",1992
471,9206002," Olivier Babelon, Denis Bernard",1992
472,9206003," Olivier Babelon, Denis Bernard",1992
473,9206004," Mirjam Cvetic, Stephen Griffies, and Soo-Jong Rey",1992
474,9206005, Jouko Mickelsson,1992
475,9206006, I. Bars and K. Sfetsos,1992
476,9206007," G. Giavarini, C.P. Martin, F. Ruiz Ruiz",1992
477,9206008, Katri Huitu,1992
478,9206009," Jin-Min Shen, Zheng-Mao Sheng, Zhong-Hau Wang",1992
479,9206010, A. Hietamaki and A.J. Niemi,1992
480,9206011, Daniel C. Cabra,1992
481,9206012, Nobuyoshi Ohta,1992
482,9206013, Shahn Majid and M.J Rodriguez-Plaza,1992
483,9206014, Neil Marcus and Yaron Oz,1992
484,9206015, V.A. Kazakov and A.A. Migdal,1992
485,9206016, Ashoke Sen,1992
486,9206017, S. Pratik Khastgir and Jnanadeva Maharana,1992
487,9206018, S. Mignemi and N. R. Stewart,1992
488,9206019, Laurent Baulieu,1992
489,9206020, S. P. de Alwis,1992
490,9206021, Daniel S. Freed,1992
491,9206022, R.B. Mann and S.F. Ross,1992
492,9206023, Amit Giveon,1992
493,9206024," Peter Schupp, Paul Watts, and Bruno Zumino",1992
494,9206025, J.S.Dowker and A.Wolski,1992
495,9206026," E. Bergshoeff, L.A.J London and P.K. Townsend",1992
496,9206027," A. Cappelli, C. A. Trugenberger and G. R. Zemba",1992
497,9206028," D.Z.Freedman, K.Johnson, R.Munoz-Tapia, X.Vilasis-Cardona",1992
498,9206029," Peter Schupp, Paul Watts, and Bruno Zumino",1992
499,9206030, Kanehisa Takasaki,1992
500,9206031, C. M. Hull and L. Palacios,1992
501,9206032," L. Begin, P. Mathieu and M.A. Walton",1992
502,9206033, Antti J. Niemi and O. Tirkkonen,1992
503,9206034, Atsuo Kuniba and Tomoki Nakanishi,1992
504,9206035, Edouard Br\'ezin and Jean Zinn-Justin,1992
505,9206036, J.S.Dowker and Peter Chang,1992
